name	id	url	picture	biography	organization	position
Nilz Bokelberg	235		http://13.re-publica.de/files/pictures/picture-235.jpg	Im Fernsehen aufgewachsen, im Internet alt geworden.	GTT	Chief Executive Bodyslammer
Markus Herrmann	2325		http://13.re-publica.de/files/pictures/picture-2325.jpg	Hauptberuflicher Stuntman, von Waschbären aufgezogen und großer Cola-Fan.		
Joanna Dauner	2359		http://13.re-publica.de/files/pictures/picture-2359.jpg	Joanna Dauner is currently studying visual communication at the Berlin University of Arts in the Digital Class led by Joachim Sauter and Jussi Ängeslevä. After studying history and political science she worked from 2007 to 2009 for tv and film productions and for theater. For the publishing house "Der Spiegel" she designed 2006 a teen magazine prototype.	Universität der Künste Berlin/Digitale Klasse	Studentin
Mario Sixtus	1975		http://13.re-publica.de/files/pictures/picture-1975.jpg	Mario Sixtus, geboren 1965 in Ratingen, lebt und arbeitet als freier Journalist, Autor und TV-Produzent in Berlin. Für ZDFinfo steht er wöchentlich als “Elektrischer Reporter” vor der Kamera, dem Magazin für Netzkultur und -politik. Sixtus beschäftigt sich seit 15 Jahren mit den Wechselwirkungen zwischen Netz und Gesellschaft. Texte von ihm erschienen u.a. in der ZEIT, in der Frankfurter Allgemeinen Sonntagszeitung, im Focus, im Wirtschaftsmagazin brand eins, sowie in den Fachzeitschriften Technology Review und c’t. 2007 wurde Sixtus mit dem Grimme Online Awarde in der Kategorie “Wissen und Bildung” ausgezeichnet. Seit 2008 ist er geschäftsführender Gesellschafter der Fernseh- und Web-Video-Produktionsfirma “Blinkenlichten Produktionen”.	Blinkenlichten Produktionen GmbH & Co. KG	Geschäftsführender Autor
Mey Lean Kronemann	605		http://13.re-publica.de/files/pictures/picture-605.jpg	Mey Lean Kronemann is an artist from Berlin, whose special interests include swarm robotics and Open Art. Her projects have been exhibited at several international electronic-art festivals including lab.30, Piksel, LiWoLi, and were awarded by Digital Sparks (Honorary Mention for schuechterne lichter, 2008), Japan Media Arts Festival (Jury Selection Work for lumiBots, 2011), Art of Engineering (Prize award for lumiBots, 2012), and VIDA (Production Incentive for Tower of Babel, together with David Sanz Kirbis, 2013). She holds workshops and talks about topics such as Urban Hacking and emergent behaviour at universities, media art festivals, and hacker events, and has published and presented her work at international conferences (DIS 2010, Aarhus, ICRA 2011, Shanghai, technarte 2012, Bilbao). Mey has studied Interaction Design at K3 in Malmö, Sweden, and Product Design and Interface Design at Potsdam University of Applied Sciences, Germany, where she was a research fellow in 2010.	*m	artist
Gregor Sedlag	534		http://13.re-publica.de/files/pictures/picture-534.jpg	Illustrator, Graphik Designer, Comic-Autor und Risszeichner, PHUTURAMA Science Fiction Design-Blog; conceptioneer c-base Raumstation Berlin	c-base e. V.	conceptioneer
Mariska de Groot	2437		http://13.re-publica.de/files/pictures/picture-2437.jpg	Intrigued by the phenomena and history of optical sound, Mariska de Groot makes and performs comprehensive analog light-to-sound instruments and installations. Mariska [1982] studied graphic design [Arnhem, 2000-2005] and ArtScience Mmus [2010-2012]. In 2009/2010 Mariska received a Startstipendium from Fonds BKVB. In 2011 she was nominated for the STRP Talent Pit and selected for the NewArrivals of Rewire Festival. In 2012 she won the BNG Workspace12 Projectprice and she received twice a project budget from Oddstream. Mariska presented different works related to the optical sound project at several national and international events like Oddstream Festival [NL], Fiber [NL], Todays Art [NL], Shiny Toys [DE], Linoleum Fest [RUS], Punto y Raya [E], HAFF [NL], Go Short [NL], Rotate [A], STRP [NL], Arti et Amicitiae [NL], Rewire Festival [NL], for the IFFR in Worm [NL] and Atelier Nord [NO]. Since 2012 she’s part of the artist collective iii [Instrument Inventors Initiative]. Mariska de Groot currently resides in Berlin [DE] and Nijmegen [NL]	Mariska de Groot	Optical Sound Artist
Marjam Fels	2416		http://13.re-publica.de/files/pictures/picture-2416.jpg			Studentin, Universität der Künste Berlin
Andrea Goetzke	2324					
Eric Eitel	743		http://13.re-publica.de/files/pictures/picture-743.jpg	Eric Eitel berät Tech- und Kulturprojekte bei ihrer strategischen Kommunikation mit der Aussenwelt. Eine persönliche Schwäche hat er für Web-Startups, insbesondere, wenn sie sich mit der Zukunft des Musik-Geschäfts oder Musikkultur befassen. Eric twittert obsessiv als @alias_eitel und schreibt als freier Autor für Netz- und Musikfachpublikationen. In seiner Freizeit engagiert er sich als Vorstand für den nichtkommerziellen Musik-Think-Tank all2gethernow e.V. und legt Schallplatten in Bars auf.	all2gethernow e.V.	Vorstand
Ulrike Langer	168		http://13.re-publica.de/files/pictures/picture-168.jpg	Freie Auslandskorrespondentin in Seattle/USA. Spezialgebiet digitale Medieninnovationen. Außerdem Vorträge auf Fachkongressen, Moderationen, Workshops, Medienberatung. Herausgeberin von Vocer.org, Gastgeberin des Digitalen Quartett. 2010 Hrsg. des journalistischen Lehrbuchs "Universalcode" (mit Christian Jakubetz). Vorträge und Teilnahme an Diskussionspanels bei rp:11 und rp:12.	medialdigital	freie Journalistin
Thomas Knüwer	1068		http://13.re-publica.de/files/pictures/picture-1068.jpg	since 2009 CEO kpunktnull - Consulting for the digital age, since 2005 blogging about marketing & media at Indiskretion Ehrensache, since 2007 bloging about food & travel at Gotorio, 20011 founding editor in chief WIRED Germany, 1995 - 2009 editor, reporter, head of teams Handelsblatt, 1989 - 1995 University Münster & Berkeley ______________________________________ Thomas Knüwer ist Unternehmensberater und Blogger. 2009 gründete er die digitale Strategieberatung kpunktnull. Zuvor schrieb er 14 Jahre lang für das „Handelsblatt“ und gründete 2005 das Medien- und Marketingblog „Indiskretion Ehrensache“. Zusätzlich ist er Mitgründer des Gourmet- und Reiseblogs „Gotorio“. 2011 war er außerdem Gründungschefredakteur der deutschen „Wired“. Er studierte BWL in Münster und Berkeley.	kpunktnull – Beratung für das Digitale Zeitalter	CEO
Daniel Fiene	2452		http://13.re-publica.de/files/pictures/picture-2452.jpg	Radio bei Antenne Düsseldorf und DRadio Wissen. Podcast auf wasmitmedien.de.	Was mit Medien. Medienmagazin.	Hörfunker
Sue Reindke	496		http://13.re-publica.de/files/pictures/picture-496.jpg	Sue Reindke (26) lebt im Internet und in Berlin. Sie ist Gründerin und Geschäftsführerin des Start Ups Netzköpfe, das sich auf die Vermittlung von Menschen spezialisiert, die das Internet als ihre zweite Heimat ansehen. Davor war sie strategisch und konzeptionell als freie Beraterin für Digitalprojekte in Agenturen und Unternehmen tätig, unter anderem für das NEON Magazin, Torben, Lucie und die Gelbe Gefahr und ressourcenmangel. In einem früheren Leben hat sie einen Magister in Mittelalterlicher Geschichte gemacht, um danach sofort “was mit Internet” zu machen. Privat ist sie im Internet als @HappySchnitzel zu finden.	Netzköpfe	Geschäftsführerin
Joachim Hasebrook	2474		http://13.re-publica.de/files/pictures/picture-2474.jpg	Aktuell Professor für Human Capital Management an der Steinbeis Hochschule Berlin und Personalmanagementberater bei zeb/, einem aus einem Uni-Institut hervorgegangenem Beratungsunternehmen.In aktuellen Projekten beschäftige ich mich u.a. mit "Innovation & DIversity", "Alters- und Alternsgerechtes Arbeiten", "Web 2.0 in der Vertriebsschulung" Davor war ich akademischer Leiter der International School of New Media an der Universität zu Lübeck (www.isnm.de, jetzt als Uni-Institut weiter geführt) und Teilzeit-Geschäftsführer von Knowbotic Systems (www.inm.de/projects/kip/). Gründunsvorstand der efiport AG (www.efiport.de), einer Tochterfirma der Frankfurt School of Finance & Management, an der ich zuvor lange Jahre als Leiter der Bildungskonzepte und -medien gearbeitet habe. Dort sind u.a. das E-Management-Learning des Managementzentrums St. Gallen und individualisierte Lernplattformen für Deutsche Bank und Commerzbank entstanden. Meine Berufslaufbahn begann in einem Software- und Verlagshaus, dass Medien und Expertensysteme für die Berufs- und Studienberatung entwickelt hat. Ich habe Psychologie und Informatik studiert, an der Uni Marburg in Psychologie promoviert (über multimediale Lernsysteme) und an der TU Graz in Informatik habilitiert (über Lernplattformen).	Steinbeis Hochschule Berin und zeb/	Professor für Human Capital Management und Senior Manager
Teresa Bücker	698		http://13.re-publica.de/files/pictures/picture-698.jpg	Teresa Bücker (*1984) schreibt derzeit an ihrem ersten Buch zum Thema Geschlechtergerechtigkeit, das im Berlin Verlag erscheinen wird. Als freie Autorin widmet sie sich Themen der digitalen Gesellschaft, Mode, Kommunikation und Beziehungen. Seit 2010 schreibt sie das FAZ-Blog Deus ex Machina. Sie spricht regelmäßig auf Konferenzen über Netzpolitik und Freiheit, Liebe in der virtuellen Welt und Feminismus. Seit Juni 2012 ist sie als Referentin für digitale Strategie und soziale Medien bei der SPD-Bundestagsfraktion tätig. Zuvor war sie Beraterin beim SPD-Parteivorstand und hat dort vor allem an neuen Beteiligungsformen für Bürgerinnen und Bürger gearbeitet. Von 2008 bis 2010 leitete sie das Ressort “Community und Social Media” bei "der Freitag" und hat dort den Relaunch des Onlineauftritts mit konzipiert sowie die Blog-Community der Wochenzeitung aufgebaut. Sie ist Vorstandsmitglied bei D64 e.V.		Autorin und Politikberaterin
Anke Domscheit-Berg	2485			Studium der Textilkunst (DDR) Studium European Business Administration (Bad Homburg, Newcastle) 15 Jahre Accenture, McKinsey, Microsoft seit 2012 freie Unternehmerin mit www.fempower.me und www.opengov.me Brandenburger Kandidatin der Piratenpartei fuer die Bundestagswahl (Netz-) Feministin lebt im Norden Brandenburgs mit Mann (Daniel Domscheit-Berg) und 12jährigem Sohn und guter Breitbandanbindung Foto: CC-BY-SA/photo:BARTJEZ.cc	Opengov.me	Netzmensch, Unternehmerin / Gründerin
Stefan Sell	2525		http://13.re-publica.de/files/pictures/picture-2525.jpg	Seit 1999 Professor für Volkswirtschaftslehre, Sozialpolitik und Sozialwissenschaften an der Hochschule Koblenz, Campus Remagen. Direktor des Instituts für Bildungs- und Sozialpolitik (ibus) der Hochschule Koblenz. In den 1990er Jahren an der Fachhochschule des Bundes für öffentliche Verwaltung in Mannheim als Professor für Wirtschaftswissenschaften und Arbeitsvermittlung/Arbeitsberatung. Davor Tätigkeiten bei der Bundesanstalt für Arbeit sowie als Referent für Arbeitsmarktpolitik im Bundeskanzleramt. Arbeits- und Forschungsschwerpunkte: Arbeitsmarkt und Sozialpolitik.		
Anna-Mareike Krause	2102		http://13.re-publica.de/files/pictures/picture-2102.jpg			
Tilo Jung	2484		http://13.re-publica.de/files/pictures/picture-2484.jpg	Freier Chefredakteur "Jung & Naiv - Politik für Desinteressierte"		Freier Chefredakteur
Andreas Schleicher	1826		http://13.re-publica.de/files/pictures/picture-1826.jpg	Andreas Schleicher is Deputy Director for Education and Skills and Special Advisor on Education Policy to OECD’s Secretary-General. He also provides strategic oversight over OECD’s work on the development and utilisation of skills and their social and economic outcomes. This includes the Programme for International Student Assessment (PISA), the OECD Survey of Adult Skills (PIAAC), the OECD Teaching and Learning International Survey (TALIS) and the development and analysis of benchmarks on the performance of education systems (INES). Before joining the OECD, he was Director for Analysis at the International Association for Educational Achievement (IEA). He studied Physics in Germany and received a degree in Mathematics and Statistics in Australia. He is the recipient of numerous honours and awards, including the “Theodor Heuss” prize, awarded in the name of the first president of the Federal Republic of Germany for “exemplary democratic engagement”. He holds an honorary Professorship at the University of Heidelberg.	OECD	Directorate for Education and Skills
